id,carat,cut,color,clarity,depth,table,x,y,z,price
29492,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.51,2.8,1063
29493,0.52,Ideal,E,VS1,62.6,57.0,5.15,5.11,3.21,1793
29494,0.72,Very Good,E,SI2,60.1,55.8,5.83,5.85,3.51,2651
29495,0.3,Premium,E,VS2,61.7,58.0,4.32,4.34,2.67,658
29496,0.69,Ideal,F,VVS1,61.6,56.0,5.69,5.71,3.51,3784
29497,1.5,Good,E,SI1,64.1,58.0,7.24,7.15,4.61,11795
29498,0.43,Ideal,E,SI1,62.3,57.0,4.82,4.78,2.99,1016
29499,0.71,Good,I,VS1,63.6,56.0,5.7,5.65,3.61,2327
29500,0.59,Ideal,D,SI1,61.6,57.0,5.41,5.44,3.34,1743
29501,0.51,Premium,F,SI1,60.5,59.0,5.18,5.13,3.12,1421
29502,1.12,Ideal,G,VS1,61.0,56.0,6.72,6.76,4.11,7495
29503,0.48,Premium,F,VS2,61.3,60.0,5.01,4.97,3.06,1279
29504,0.7,Premium,F,SI1,60.8,59.0,5.73,5.71,3.48,2023
29505,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,3951
29506,0.39,Ideal,F,SI1,61.8,55.0,4.66,4.71,2.9,711
29507,0.7,Premium,I,VS2,60.8,59.0,5.68,5.71,3.46,2154
29508,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,5125
29509,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,698
29510,1.15,Premium,G,VVS1,60.8,58.0,6.77,6.74,4.11,9025
29511,0.71,Ideal,H,VVS1,61.1,56.0,5.78,5.81,3.53,3137
29512,1.59,Ideal,E,SI2,62.3,55.0,7.52,7.48,4.67,11251
29513,0.54,Good,G,SI1,63.2,56.0,5.16,5.19,3.27,1292
29514,1.01,Premium,E,VS2,63.0,60.0,6.35,6.32,3.99,6335
29515,0.39,Premium,E,VS2,60.9,60.0,4.71,4.68,2.86,1121
29516,0.33,Ideal,G,VVS2,60.1,57.0,4.51,4.48,2.7,965
29517,0.36,Ideal,D,VS1,61.7,55.0,4.58,4.6,2.83,1131
29518,1.52,Premium,F,VS2,62.2,58.0,7.38,7.29,4.56,12985
29519,1.24,Premium,E,SI2,61.1,59.0,6.99,6.89,4.24,6377
29520,0.7,Very Good,E,SI1,63.9,57.0,5.55,5.66,3.58,3173
29521,0.32,Ideal,F,IF,62.2,54.0,4.4,4.44,2.75,943
29522,1.09,Ideal,I,VS1,61.4,56.0,6.61,6.66,4.07,6225
29523,1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,5006
29524,0.32,Ideal,H,VVS1,62.0,54.0,4.39,4.42,2.73,708
29525,0.5,Very Good,E,SI2,62.4,57.0,5.03,5.07,3.15,1154
29526,1.04,Ideal,I,SI2,61.9,56.0,6.51,6.45,4.02,3553
29527,1.21,Premium,J,SI1,59.7,60.0,6.93,6.9,4.13,4574
29528,1.54,Premium,J,VS2,59.3,59.0,7.54,7.5,4.46,6202
29529,1.2,Ideal,F,VVS1,61.1,55.0,6.86,6.89,4.2,13088
29530,0.7,Ideal,E,SI1,60.6,57.0,5.71,5.77,3.48,2537
29531,1.11,Premium,I,SI2,61.8,58.0,6.61,6.66,4.1,4120
29532,0.75,Ideal,D,SI2,61.3,56.0,5.85,5.89,3.6,2773
29533,1.15,Very Good,H,VS2,63.1,56.0,6.7,6.62,4.2,5750
29534,0.41,Very Good,F,VS2,62.8,58.0,4.69,4.73,2.96,863
29535,0.96,Very Good,G,SI1,60.3,57.0,6.35,6.38,3.84,4265
29536,0.91,Premium,J,VS2,61.6,58.0,6.28,6.23,3.85,3058
29537,0.9,Very Good,H,VS2,63.1,60.0,6.12,6.08,3.85,3919
29538,0.78,Fair,E,SI2,66.9,57.0,5.7,5.66,3.6,2721
29539,1.2,Premium,H,SI1,60.8,60.0,6.87,6.79,4.15,5822
29540,0.37,Ideal,H,IF,61.4,55.0,4.63,4.66,2.85,936
29541,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,851
29542,1.01,Good,G,SI1,63.4,58.0,6.28,6.33,4.0,4588
29543,0.52,Ideal,E,SI2,60.9,56.0,5.2,5.23,3.17,1232
29544,0.55,Premium,D,VS1,62.0,58.0,5.26,5.28,3.27,1975
29545,0.32,Ideal,I,VS1,62.4,56.0,4.37,4.31,2.71,648
29546,0.34,Premium,E,SI1,61.8,58.0,4.5,4.47,2.77,765
29547,1.1,Ideal,G,VS1,61.3,56.0,6.65,6.69,4.09,8775
29548,0.34,Good,F,IF,59.0,61.0,4.59,4.63,2.72,917
29549,0.7,Very Good,G,VS2,61.9,55.0,5.63,5.71,3.51,2507
29550,0.53,Very Good,G,VS1,63.2,55.0,5.15,5.13,3.25,1727
29551,0.54,Ideal,G,SI1,62.4,56.0,5.2,5.22,3.25,1350
29552,0.36,Ideal,E,VS1,61.8,56.0,4.56,4.6,2.83,852
29553,0.7,Very Good,D,VS1,60.3,58.0,5.76,5.79,3.48,4095
29554,1.41,Very Good,H,SI1,62.6,59.0,7.08,7.14,4.45,8283
29555,0.35,Ideal,D,VS1,60.8,57.0,4.57,4.61,2.79,890
29556,1.06,Very Good,H,VS2,62.4,56.0,6.49,6.56,4.07,5480
29557,0.35,Ideal,E,SI1,62.3,56.0,4.53,4.56,2.83,614
29558,0.63,Ideal,E,VS2,61.5,56.0,5.48,5.54,3.39,2513
29559,0.42,Ideal,F,VVS1,61.3,56.0,4.82,4.83,2.96,1326
29560,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6562
29561,0.7,Very Good,I,VS1,63.1,57.0,5.67,5.59,3.55,2411
29562,1.19,Ideal,F,VVS2,61.7,56.0,6.82,6.85,4.22,10436
29563,0.3,Ideal,H,VS1,62.1,57.0,4.27,4.3,2.66,507
29564,1.0,Good,E,SI1,57.5,62.0,6.5,6.58,3.76,5051
29565,1.0,Good,D,VS2,65.7,55.0,6.17,6.22,4.07,6163
29566,0.25,Ideal,G,SI1,62.3,57.0,4.03,4.09,2.53,407
29567,0.27,Ideal,D,IF,62.4,56.0,4.15,4.12,2.58,893
29568,0.9,Fair,D,SI1,65.7,65.0,6.06,5.94,3.94,3751
29569,1.07,Very Good,E,VS2,62.5,57.0,6.53,6.6,4.1,6120
29570,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,622
29571,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,9253
29572,0.9,Very Good,I,SI1,61.7,58.0,6.17,6.21,3.82,3274
29573,0.33,Ideal,D,VS1,61.0,56.0,4.45,4.47,2.72,839
29574,0.32,Ideal,G,VS1,61.2,56.0,4.44,4.42,2.71,828
29575,0.3,Very Good,G,VS2,61.8,60.0,4.29,4.25,2.64,505
29576,1.14,Premium,D,I1,61.8,59.0,6.74,6.62,4.13,4022
29577,0.33,Ideal,F,VVS2,62.4,55.0,4.43,4.45,2.77,750
29578,0.76,Ideal,D,VS2,63.0,56.0,5.83,5.79,3.66,3248
29579,0.4,Ideal,E,VVS2,61.7,55.0,4.76,4.74,2.93,1238
29580,0.9,Premium,I,VS2,62.8,61.0,6.12,6.02,3.81,3246
29581,1.64,Ideal,F,SI2,61.4,57.0,7.59,7.55,4.65,10929
29582,0.4,Ideal,G,SI1,62.0,55.0,4.72,4.76,2.94,692
29583,1.26,Ideal,H,SI1,62.0,56.0,6.92,6.94,4.3,7701
29584,1.25,Very Good,G,VS1,62.7,56.0,6.81,6.93,4.31,8580
29585,0.42,Ideal,I,VVS1,62.4,57.0,4.83,4.79,3.0,945
29586,1.57,Very Good,H,SI1,62.4,58.0,7.39,7.49,4.64,12392
29587,1.85,Ideal,I,VVS2,62.4,57.0,7.91,7.86,4.92,14375
29588,0.32,Ideal,H,VS1,61.6,56.0,4.42,4.46,2.73,592
29589,0.7,Very Good,G,VS2,63.5,57.0,5.68,5.66,3.6,2331
29590,0.38,Premium,F,VS1,62.7,57.0,4.71,4.64,2.93,1101
29591,0.75,Ideal,D,SI2,60.3,57.0,5.85,5.89,3.54,2726
29592,1.51,Premium,J,VVS2,62.9,58.0,7.33,7.21,4.57,8930
29593,0.75,Very Good,I,SI1,59.1,58.0,5.87,5.91,3.48,2180
29594,0.77,Ideal,G,VS2,62.1,56.0,5.85,5.88,3.64,3114
29595,0.5,Very Good,G,SI1,64.1,57.0,5.04,5.07,3.24,1187
29596,0.58,Ideal,D,SI2,63.4,57.0,5.29,5.34,3.37,1356
29597,1.05,Very Good,D,SI1,61.6,61.0,6.5,6.55,4.02,5255
29598,0.76,Ideal,F,SI1,61.7,55.0,5.87,5.9,3.63,2682
29599,0.4,Premium,G,VVS2,62.7,59.0,4.69,4.72,2.95,982
29600,0.43,Ideal,G,IF,61.8,55.0,4.85,4.89,3.01,1433
29601,0.61,Ideal,G,VVS1,61.2,56.0,5.46,5.48,3.35,3008
29602,1.01,Very Good,D,SI2,62.2,60.0,6.4,6.43,3.99,4588
29603,0.55,Ideal,F,VS2,61.4,57.0,5.26,5.3,3.24,2026
29604,0.52,Ideal,G,SI1,62.2,54.0,5.16,5.19,3.22,1319
29605,0.9,Ideal,H,SI1,62.5,56.0,6.14,6.18,3.85,4492
29606,0.5,Premium,E,I1,60.7,61.0,5.14,5.05,3.09,840
29607,0.3,Ideal,E,VVS2,61.8,56.0,4.31,4.33,2.67,789
29608,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,1103
29609,1.11,Ideal,H,SI2,62.7,57.0,6.66,6.59,4.14,4662
29610,1.01,Fair,H,VS1,66.1,55.0,6.28,6.24,4.14,4044
29611,1.24,Premium,H,VS2,61.7,59.0,6.91,6.84,4.24,6962
29612,1.01,Ideal,E,SI2,62.4,56.0,6.43,6.39,4.0,4808
29613,0.36,Ideal,H,VS2,61.4,57.0,4.59,4.63,2.83,587
29614,0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,2861
29615,1.01,Good,D,SI1,58.3,59.0,6.59,6.61,3.85,5747
29616,1.17,Ideal,H,SI2,62.3,57.0,6.78,6.74,4.21,5111
29617,0.31,Very Good,E,SI1,63.1,55.0,4.36,4.33,2.74,698
29618,1.3,Premium,F,SI1,61.4,59.0,7.01,6.97,4.29,8164
29619,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2126
29620,0.42,Premium,G,VS2,60.6,59.0,4.85,4.78,2.92,1087
29621,1.02,Very Good,F,SI1,63.5,57.0,6.4,6.35,4.05,4678
29622,0.3,Ideal,G,VVS1,61.3,56.0,4.34,4.3,2.65,1013
29623,0.91,Premium,I,VS2,63.0,58.0,6.15,6.07,3.85,3282
29624,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4158
29625,1.01,Premium,D,SI2,61.7,57.0,6.49,6.44,3.99,5006
29626,0.82,Very Good,F,VVS2,63.1,59.0,5.91,5.97,3.75,4141
29627,0.77,Very Good,H,VS1,61.0,60.0,5.9,5.87,3.59,2840
29628,0.54,Good,G,VS1,60.8,62.0,5.22,5.24,3.18,1685
29629,2.01,Very Good,J,VS1,61.2,60.0,8.06,8.14,4.96,14812
29630,0.51,Fair,F,VVS2,65.4,60.0,4.98,4.9,3.23,3920
29631,0.78,Good,G,SI2,57.9,63.0,6.05,6.0,3.49,1720
29632,0.71,Good,E,SI1,63.2,57.0,5.67,5.72,3.6,2494
29633,0.31,Ideal,D,VS2,60.4,56.0,4.39,4.42,2.66,734
29634,0.4,Very Good,I,VVS1,63.5,57.0,4.68,4.65,2.96,1080
29635,1.37,Premium,H,VS2,62.5,59.0,7.12,7.05,4.43,8562
29636,0.31,Premium,E,VS1,60.0,59.0,4.38,4.42,2.64,734
29637,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,1020
29638,0.55,Ideal,E,SI1,61.6,56.0,5.26,5.28,3.25,1621
29639,0.74,Ideal,H,SI2,61.4,56.0,5.78,5.84,3.57,2289
29640,0.31,Premium,G,VS1,62.9,58.0,4.35,4.3,2.72,802
29641,0.7,Ideal,I,SI1,62.6,56.0,5.66,5.69,3.55,2187
29642,0.52,Very Good,G,VS1,63.8,58.0,5.06,5.09,3.24,1641
29643,1.11,Ideal,G,SI1,62.6,57.0,6.64,6.59,4.14,5061
29644,0.24,Ideal,H,IF,62.5,54.0,3.97,4.0,2.49,504
29645,1.4,Ideal,H,SI1,62.4,56.0,7.11,7.18,4.46,8075
29646,0.54,Premium,F,SI2,59.6,60.0,5.28,5.25,3.14,1240
29647,1.08,Very Good,E,SI2,59.8,59.0,6.65,6.73,4.0,4415
29648,0.74,Very Good,H,SI1,62.4,58.0,5.71,5.76,3.58,2426
29649,0.41,Ideal,D,SI1,61.8,56.0,4.78,4.73,2.94,1122
29650,0.31,Good,H,SI1,63.1,57.0,4.31,4.34,2.73,446
29651,0.76,Ideal,G,VS1,61.3,54.0,5.88,5.94,3.62,3648
29652,1.25,Ideal,D,VS1,61.7,56.0,6.92,7.01,4.3,10441
29653,0.3,Premium,E,VS2,62.4,59.0,4.26,4.3,2.67,658
29654,0.41,Good,I,VVS2,63.9,55.0,4.74,4.71,3.02,1061
29655,1.32,Premium,I,SI1,62.2,58.0,7.04,6.99,4.36,6283
29656,1.2,Ideal,G,VS1,62.4,57.0,6.74,6.82,4.23,8596
29657,1.02,Ideal,H,SI2,62.5,53.0,6.43,6.47,4.03,4918
29658,0.42,Very Good,F,SI2,61.5,59.0,4.81,4.85,2.97,710
29659,0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,557
29660,1.53,Ideal,G,VS2,62.8,57.0,7.48,7.43,4.63,12907
29661,1.02,Very Good,F,VS2,59.4,58.0,6.52,6.62,3.9,6479
29662,0.3,Very Good,H,SI1,62.4,58.0,4.23,4.29,2.66,389
29663,0.4,Very Good,F,VVS1,61.9,59.0,4.71,4.75,2.93,1111
29664,1.27,Ideal,G,VS2,62.0,58.0,6.89,6.95,4.29,8915
29665,0.43,Very Good,H,SI1,61.5,58.0,4.8,4.86,2.97,716
29666,1.63,Very Good,G,VS1,62.5,60.0,7.43,7.51,4.67,14404
29667,0.54,Premium,D,SI1,58.3,61.0,5.38,5.32,3.12,1770
29668,0.47,Premium,E,SI2,58.7,60.0,5.13,5.09,3.0,1072
29669,0.62,Premium,J,VS2,61.2,59.0,5.52,5.42,3.35,1253
29670,0.57,Ideal,E,VVS2,61.0,57.0,5.37,5.36,3.27,2507
29671,0.64,Ideal,G,VS1,62.3,54.0,5.54,5.56,3.46,2155
29672,1.0,Premium,D,VS2,62.9,57.0,6.37,6.32,3.99,5174
29673,0.81,Very Good,G,SI1,62.3,59.0,5.93,5.98,3.71,3095
29674,0.72,Ideal,F,SI2,61.9,57.0,5.74,5.79,3.57,2058
29675,0.31,Premium,D,SI1,62.0,58.0,4.35,4.3,2.68,732
29676,1.01,Good,F,VS2,63.1,60.0,6.29,6.39,4.0,6159
29677,1.21,Very Good,G,SI1,61.2,58.0,6.84,6.91,4.21,6549
29678,1.01,Premium,F,SI2,61.0,60.0,6.48,6.44,3.94,4197
29679,0.3,Very Good,D,SI1,61.0,60.0,4.3,4.35,2.64,552
29680,0.97,Very Good,F,SI2,59.9,59.0,6.38,6.45,3.84,4063
29681,0.65,Good,G,VS1,60.0,60.4,5.6,5.7,3.39,2241
29682,0.7,Premium,E,SI2,62.1,59.0,5.65,5.63,3.5,2273
29683,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5494
29684,0.74,Ideal,E,VS1,62.2,55.0,5.79,5.82,3.61,3888
29685,2.09,Premium,F,SI2,61.7,59.0,8.21,8.23,5.07,17840
29686,1.21,Ideal,I,VS1,61.8,56.0,6.83,6.87,4.23,7037
29687,0.32,Ideal,H,IF,61.1,56.0,4.46,4.45,2.72,1116
29688,0.5,Good,G,VS1,59.8,63.0,5.12,5.15,3.07,1645
29689,0.55,Ideal,E,VS2,61.4,56.0,5.26,5.32,3.25,1667
29690,1.69,Premium,F,VS2,58.7,59.0,7.87,7.78,4.59,16583
29691,1.1,Very Good,H,SI2,59.8,60.0,6.7,6.77,4.03,4561
29692,0.72,Good,D,VS2,64.0,54.0,5.68,5.7,3.64,2827
29693,0.72,Ideal,F,SI1,61.2,55.0,5.78,5.82,3.55,2737
29694,0.51,Premium,F,VS2,61.0,58.0,5.17,5.1,3.13,1687
29695,0.31,Very Good,I,VS2,61.5,55.0,4.34,4.36,2.68,442
29696,0.78,Premium,F,SI2,62.8,56.0,5.9,5.86,3.69,2200
29697,0.54,Ideal,F,VS1,60.9,57.0,5.26,5.21,3.19,1866
29698,1.03,Premium,E,VS1,62.4,58.0,6.41,6.5,4.03,7778
29699,1.24,Premium,I,VS2,60.1,59.0,7.02,6.95,4.2,5889
29700,0.86,Very Good,G,SI1,62.9,55.0,6.04,6.08,3.81,3293
29701,0.57,Very Good,J,SI2,59.9,60.0,5.36,5.43,3.23,1235
29702,0.39,Ideal,G,SI2,61.2,56.0,4.71,4.73,2.89,603
29703,0.36,Ideal,D,VS1,62.8,55.0,4.55,4.52,2.85,1018
29704,1.02,Premium,H,SI1,61.8,56.0,6.47,6.42,3.98,4102
29705,0.52,Ideal,D,VS2,62.7,53.0,5.14,5.17,3.23,1822
29706,1.3,Ideal,G,VVS2,62.0,57.0,7.03,6.96,4.34,11175
29707,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1944
29708,0.32,Premium,H,VS1,60.2,58.0,4.43,4.47,2.68,561
29709,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6013
29710,1.06,Ideal,H,SI1,62.7,57.0,6.53,6.48,4.08,4196
29711,1.01,Premium,D,SI1,61.7,59.0,6.4,6.43,3.96,5210
29712,0.78,Premium,I,VS2,62.7,58.0,5.89,5.82,3.68,2646
29713,1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,5929
29714,0.26,Premium,F,VS1,59.5,58.0,4.18,4.22,2.5,452
29715,0.41,Very Good,F,VVS1,63.7,54.0,4.71,4.74,3.01,1169
29716,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2642
29717,0.54,Ideal,E,VS2,61.7,55.0,5.27,5.24,3.24,1847
29718,0.74,Very Good,E,SI1,61.0,58.0,5.82,5.85,3.56,2929
29719,0.37,Very Good,H,SI1,62.6,63.0,4.6,4.5,2.85,491
29720,0.37,Ideal,D,VS2,62.3,55.0,4.59,4.62,2.87,763
29721,1.58,Premium,D,SI1,62.7,60.0,7.41,7.37,4.63,13995
29722,0.74,Premium,H,VS2,62.1,56.0,5.83,5.79,3.61,2532
29723,1.39,Premium,E,SI2,62.7,58.0,6.99,7.11,4.42,7311
29724,1.01,Very Good,F,SI1,60.6,60.0,6.37,6.43,3.88,5743
29725,0.77,Very Good,F,SI2,60.1,56.0,5.94,5.97,3.58,2667
29726,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,12492
29727,0.57,Very Good,E,VS2,63.0,59.0,5.25,5.29,3.32,1654
29728,1.46,Very Good,I,SI1,62.8,57.0,7.13,7.21,4.5,7387
29729,0.32,Ideal,G,VS2,62.0,57.0,4.37,4.41,2.72,524
29730,2.14,Good,H,SI1,57.5,60.0,8.57,8.48,4.9,14395
29731,1.0,Premium,F,SI1,62.8,61.0,6.37,6.25,3.96,4022
29732,1.66,Premium,H,VS2,62.3,58.0,7.62,7.57,4.73,10993
29733,0.41,Very Good,F,VVS1,62.3,54.0,4.75,4.79,2.97,1161
29734,0.57,Ideal,F,VS1,61.8,55.0,5.33,5.35,3.3,2039
29735,0.9,Good,I,VS2,58.5,66.0,6.23,6.25,3.65,3353
29736,1.01,Premium,E,VVS2,62.4,58.0,6.42,6.36,3.99,9711
29737,1.08,Ideal,G,SI1,61.8,56.0,6.55,6.58,4.06,5256
29738,0.29,Very Good,E,VVS1,58.9,59.0,4.33,4.4,2.57,664
29739,1.52,Ideal,G,SI1,60.7,57.0,7.38,7.41,4.49,9530
29740,0.24,Very Good,F,VVS1,60.6,60.0,4.03,4.06,2.45,478
29741,0.9,Very Good,E,VS2,62.1,55.0,6.14,6.23,3.84,4919
29742,1.14,Very Good,J,SI2,62.4,57.0,6.66,6.7,4.17,4470
29743,0.4,Very Good,D,SI2,61.6,59.0,4.68,4.74,2.9,666
29744,0.55,Ideal,D,SI1,60.6,56.0,5.27,5.32,3.21,1692
29745,0.42,Ideal,H,SI1,60.9,56.0,4.89,4.86,2.97,760
29746,1.73,Premium,H,SI1,62.4,58.0,7.64,7.61,4.76,12079
29747,0.71,Ideal,F,VS1,61.5,57.0,5.7,5.74,3.52,3404
29748,1.53,Premium,I,VS1,62.4,59.0,7.3,7.34,4.57,10729
29749,0.43,Very Good,E,VS2,62.8,56.0,4.79,4.86,3.03,981
29750,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,6875
29751,1.09,Ideal,H,SI1,61.9,56.0,6.64,6.61,4.1,4871
29752,2.0,Premium,I,VS2,58.5,61.0,8.28,8.19,4.82,14763
29753,0.34,Ideal,H,VVS2,61.8,54.0,4.47,4.49,2.77,686
29754,0.74,Ideal,H,VS1,61.0,55.0,5.86,5.88,3.58,3254
29755,0.31,Ideal,G,VVS2,60.0,58.0,4.38,4.42,2.64,661
29756,1.0,Very Good,F,VS2,62.9,55.0,6.34,6.38,4.0,6352
29757,0.42,Ideal,H,VS1,62.4,57.0,4.79,4.76,2.98,1087
29758,0.52,Very Good,E,VS1,62.3,59.0,5.14,5.17,3.21,1806
29759,0.42,Very Good,F,SI1,62.9,57.0,4.73,4.77,2.99,773
29760,0.26,Ideal,G,VS2,62.3,54.0,4.09,4.1,2.55,397
29761,0.35,Good,G,SI1,63.8,54.0,4.48,4.46,2.85,669
29762,0.32,Ideal,E,VVS2,61.1,55.0,4.41,4.46,2.71,883
29763,0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,1153
29764,0.5,Very Good,E,SI1,63.5,61.0,5.03,4.98,3.18,1374
29765,1.51,Premium,H,SI2,60.7,59.0,7.42,7.37,4.49,5767
29766,1.01,Very Good,I,SI2,62.9,55.0,6.37,6.42,4.02,4171
29767,0.42,Ideal,E,VS2,61.8,57.0,4.81,4.77,2.96,1024
29768,0.32,Ideal,I,VVS1,62.4,55.0,4.34,4.38,2.72,589
29769,0.77,Ideal,F,SI2,61.3,56.0,5.89,5.92,3.62,2729
29770,1.21,Premium,F,SI2,61.5,61.0,6.82,6.77,4.18,5387
29771,0.7,Very Good,D,VS2,59.6,61.0,5.77,5.8,3.45,2833
29772,2.03,Fair,H,I1,64.4,59.0,7.91,7.85,5.07,6002
29773,0.52,Premium,F,SI1,61.5,60.0,5.16,5.15,3.17,1280
29774,0.51,Very Good,E,VS2,63.3,56.0,5.12,5.08,3.23,1781
29775,0.39,Ideal,I,VS2,61.5,55.0,4.7,4.73,2.9,651
29776,1.2,Fair,I,I1,66.2,55.0,6.61,6.51,4.34,3011
29777,0.33,Ideal,D,SI1,61.9,55.0,4.45,4.47,2.76,736
29778,0.4,Very Good,D,SI1,63.0,57.0,4.66,4.7,2.95,720
29779,0.24,Ideal,F,VS2,62.2,57.0,3.96,4.01,2.48,419
29780,1.02,Very Good,F,SI1,62.8,55.0,6.4,6.43,4.03,5301
29781,2.04,Premium,E,SI2,62.7,60.0,8.04,8.0,5.03,15398
29782,1.01,Ideal,G,VS2,60.9,57.0,6.48,6.51,3.95,6663
29783,0.52,Very Good,E,VS1,60.7,54.0,5.22,5.29,3.19,1682
29784,0.3,Ideal,G,VVS2,62.1,55.0,4.32,4.35,2.69,665
29785,0.8,Ideal,D,VS2,61.0,57.0,5.96,6.0,3.65,4170
29786,0.7,Very Good,F,VS2,58.9,58.0,5.77,5.8,3.41,2362
29787,0.31,Ideal,G,IF,61.2,56.0,4.36,4.4,2.68,891
29788,1.0,Very Good,E,SI1,63.1,59.0,6.34,6.4,4.02,5175
29789,1.7,Ideal,H,VS2,62.2,57.0,7.67,7.63,4.76,13756
29790,0.42,Very Good,D,SI2,62.0,59.0,4.78,4.83,2.98,672
29791,0.41,Very Good,I,VVS2,63.5,57.0,4.76,4.72,3.01,1061
29792,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,840
29793,0.32,Ideal,I,VS1,60.9,57.0,4.43,4.47,2.71,523
29794,1.02,Ideal,H,SI2,61.0,58.0,6.5,6.54,3.98,4360
29795,0.9,Ideal,G,VS1,61.6,55.0,6.27,6.23,3.85,4460
29796,0.91,Premium,H,SI2,62.7,58.0,6.17,6.14,3.86,3363
29797,1.08,Ideal,J,SI1,61.8,56.2,6.55,6.58,4.06,4443
29798,0.3,Premium,D,SI2,61.8,58.0,4.32,4.29,2.66,574
29799,1.19,Ideal,F,VS1,60.5,57.0,6.82,6.88,4.15,10449
29800,0.71,Ideal,F,VS2,61.8,55.0,5.74,5.76,3.55,3516
29801,0.91,Good,I,VS2,58.0,62.0,6.32,6.38,3.68,3747
29802,2.01,Fair,I,I1,67.4,58.0,7.71,7.64,5.17,5696
29803,0.43,Premium,E,SI1,62.4,56.0,4.83,4.79,3.0,1016
29804,1.01,Good,E,SI1,63.4,60.0,6.3,6.34,4.01,5132
29805,0.36,Ideal,H,SI1,61.6,56.0,4.6,4.62,2.84,538
29806,0.43,Premium,F,SI1,60.5,60.0,4.84,4.88,2.94,792
29807,0.54,Premium,G,VS2,62.7,58.0,5.21,5.25,3.28,1422
29808,0.47,Ideal,E,VS1,61.2,56.0,5.01,5.05,3.08,1872
29809,0.96,Fair,F,SI1,60.7,65.0,6.43,6.28,3.86,4849
29810,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,7072
29811,0.51,Very Good,G,VVS2,63.4,57.0,5.09,5.06,3.22,1895
29812,0.32,Ideal,H,VS1,61.8,53.0,4.41,4.43,2.73,516
29813,0.5,Ideal,H,VVS1,61.9,54.0,5.13,5.14,3.18,1648
29814,0.53,Ideal,G,VS2,61.0,55.0,5.23,5.24,3.2,1625
29815,1.21,Premium,F,VS1,60.1,58.0,6.98,6.89,4.17,9448
29816,1.05,Fair,J,SI2,65.8,59.0,6.41,6.27,4.18,2789
29817,0.32,Ideal,F,VS2,61.9,56.0,4.41,4.44,2.74,645
29818,1.17,Ideal,H,SI2,61.4,56.0,6.83,6.76,4.17,5373
29819,0.3,Premium,E,VVS2,61.3,59.0,4.32,4.3,2.64,1013
29820,0.51,Good,G,SI2,63.6,54.0,5.08,5.05,3.22,1129
29821,0.3,Ideal,I,VVS2,62.2,56.0,4.27,4.31,2.67,515
29822,1.11,Ideal,H,VVS2,61.4,57.0,6.63,6.67,4.08,6837
29823,0.37,Ideal,G,VS2,60.5,56.0,4.65,4.68,2.82,809
29824,0.31,Ideal,H,VVS2,61.1,56.0,4.33,4.37,2.66,625
29825,1.14,Very Good,H,SI1,63.1,58.0,6.69,6.6,4.19,5458
29826,0.27,Ideal,E,VVS2,62.5,57.0,4.1,4.13,2.57,622
29827,0.33,Very Good,G,VVS1,61.2,60.0,4.42,4.44,2.71,868
29828,0.7,Very Good,F,SI1,62.3,57.0,5.62,5.65,3.51,2267
29829,0.33,Ideal,G,IF,61.7,55.0,4.47,4.45,2.75,1052
29830,1.1,Ideal,F,I1,61.8,56.0,6.65,6.61,4.1,3745
29831,0.7,Very Good,F,VVS1,63.1,58.0,5.6,5.66,3.55,3622
29832,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,838
29833,0.42,Premium,F,SI1,60.8,58.0,4.83,4.87,2.95,773
29834,1.1,Good,H,SI2,57.6,61.0,6.82,6.73,3.9,3696
29835,0.3,Ideal,E,VS2,61.6,56.0,4.27,4.3,2.64,658
29836,0.3,Ideal,J,VS2,61.6,56.0,4.31,4.33,2.66,384
